token	case	degree	gend	lemma	mood	num	pers	pos	tense	voice	treated
,	-	-	-	,	-	-	-	u	-	-	,
μετήορα	-	-	-	μετήροος	-	s	-	a	-	-	μετήορα
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
αἶψ	-	-	-	αἶψα	-	-	-	n	-	-	αἶψ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀνάειρε	-	-	-	ἀναείρω	-	-	-	v	-	-	ἀνάειρε
,	-	-	-	,	-	-	-	u	-	-	,
σῆμα	-	-	-	σῆμα	-	s	-	n	-	-	σῆμα
νέης	-	-	-	νέος	-	s	-	n	-	-	νέης
φωρῆς	-	-	-	φωρός	-	s	-	n	-	-	φωρῆς
:	-	-	-	:	-	-	-	u	-	-	:
ἐπὶ	-	-	-	ἐπί	-	-	-	n	-	-	ἐπὶ
δὲ	-	-	-	δέ	-	-	-	n	-	-	δὲ
ξύλα	-	-	-	ξύλον	-	s	-	n	-	-	ξύλα
κάγκαν	a	-	-	κάγκα	-	s	-	-	-	-	κάγκαν
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀγείρας	-	-	-	ἀγείρω	-	s	-	v	-	-	ἀγείρας
οὐλόποδ	-	-	-	οὐλόπος	-	s	-	a	-	-	οὐλόποδ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
,	-	-	-	,	-	-	-	u	-	-	,
οὐλοκάρηνα	-	-	-	οὐλοκάρηνος	-	s	-	a	-	-	οὐλοκάρηνα
πυρὸς	-	-	-	πῦρ	-	s	-	n	-	-	πυρὸς
κατεδάμνατ	-	-	-	καταδάμνω	-	s	-	v	-	-	κατεδάμνατ
᾽	-	-	-	̓ ̓	-	-	-	u	-	-	 ̓
ἀυτμῇ	-	-	-	ἀυτμή	-	s	-	n	-	-	ἀυτμῇ
.	-	-	-	.	-	-	-	u	-	-	.
αὐτὰρ	-	-	-	ἀτάρ	-	-	-	c	-	-	αὐτὰρ
ἐπεί	-	-	-	ἐπεί	-	-	-	c	-	-	ἐπεί
τοι	-	-	-	σύ	-	-	-	d	-	-	τοι
πάντα	-	-	-	πᾶς	-	s	-	a	-	-	πάντα
κατὰ	-	-	-	κατά	-	-	-	r	-	-	κατὰ
χρέος	-	-	-	χρέος	-	s	-	n	-	-	χρέος
ἤνυσε	-	-	-	ἀνύω	-	s	-	v	-	-	ἤνυσε
δαίμων	-	-	-	δαίμων	-	s	-	n	-	-	δαίμων
,	-	-	-	,	-	-	-	u	-	-	,
σάνδαλα	-	-	-	σάνδαλον	-	s	-	n	-	-	σάνδαλα
μὲν	-	-	-	μέν	-	-	-	n	-	-	μὲν
προέηκεν	-	-	-	προίημι	-	s	-	v	-	-	προέηκεν
ἐς	-	-	-	εἰς	-	-	-	n	-	-	ἐς
Ἀλφειὸν	a	-	-	Ἀλφειός	-	s	-	n	-	-	Ἀλφειὸν
βαθυδίνην	a	-	-	βαθυδίνης	-	s	-	n	-	-	βαθυδίνην
:	-	-	-	:	-	-	-	u	-	-	:
140ἀνθρακιὴν	a	-	-	τιαανθρακίον	-	s	-	n	-	-	140ἀνθρακιὴν
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἐμάρανε	-	-	-	μαράν	-	s	-	v	-	-	ἐμάρανε
,	-	-	-	,	-	-	-	u	-	-	,
κόνιν	-	-	-	κόνις	-	s	-	n	-	-	κόνιν
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἀμάθυνε	-	-	-	ἀμαθύνω	-	s	-	v	-	-	ἀμάθυνε
μέλαιναν	a	-	-	μέλας	-	s	-	a	-	-	μέλαιναν
παννύχιος	-	-	-	παννύχιος	-	s	-	a	-	-	παννύχιος
:	-	-	-	:	-	-	-	u	-	-	:
καλὸν	-	-	-	καλός	-	s	-	a	-	-	καλὸν
δὲ	-	-	-	δέ	-	-	-	n	-	-	δὲ
φόως	-	-	-	φόως	-	s	-	n	-	-	φόως
κατέλαμπε	-	-	-	καταλάμπω	-	s	-	v	-	-	κατέλαμπε
Σελήνης	-	-	f	Σελήνη	-	s	-	n	-	-	Σελήνης
.	-	-	-	.	-	-	-	u	-	-	.
Κυλλήνης	g	-	f	Κυλλήνη	-	s	-	n	-	-	Κυλλήνης
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
αἶψ	-	-	-	αἶψα	-	-	-	n	-	-	αἶψ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
αὖτις	-	-	-	αὖθις	-	-	-	d	-	-	αὖτις
ἀφίκετο	-	-	-	ἀφικνέομαι	-	s	-	v	-	-	ἀφίκετο
δῖα	-	-	-	δῖος	-	s	-	a	-	-	δῖα
κάρηνα	-	-	-	κάρηνον	-	s	-	n	-	-	κάρηνα
ὄρθριος	-	-	-	ὄρθριος	-	s	-	a	-	-	ὄρθριος
,	-	-	-	,	-	-	-	n	-	-	,
οὐδέ	-	-	-	οὐδέ	-	-	-	d	-	-	οὐδέ
τί	-	-	-	τίς	-	s	-	a	-	-	τί
οἱ	-	-	m	ὁ	-	s	-	a	-	-	οἱ
δολιχῆς	-	-	f	δολιχός	-	s	-	a	-	-	δολιχῆς
ὁδοῦ	-	-	-	ὁδός	-	s	-	n	-	-	ὁδοῦ
ἀντεβόλησεν	-	-	-	ἀντιβολέω	-	s	-	v	-	-	ἀντεβόλησεν
οὔτε	-	-	-	οὔτε	-	-	-	d	-	-	οὔτε
θεῶν	-	-	m	θεός	-	s	-	n	-	-	θεῶν
μακάρων	g	-	m	μάκαρ	-	p	-	n	-	-	μακάρων
οὔτε	-	-	-	οὔτε	-	-	-	d	-	-	οὔτε
θνητῶν	-	-	m	θνητός	-	p	-	a	-	-	θνητῶν
ἀνθρώπων	-	-	m	ἄνθρωπος	-	p	-	n	-	-	ἀνθρώπων
,	-	-	-	,	-	-	-	n	-	-	,
145οὐδὲ	-	-	-	διουδόδες	-	-	-	a	-	-	145οὐδὲ
κύνες	-	-	m	κύων	-	s	-	n	-	-	κύνες
λελάκοντο	-	-	-	λάσκω	-	s	-	v	-	-	λελάκοντο
:	-	-	-	:	-	-	-	n	-	-	:
Διὸς	-	-	m	Ζεύς	-	s	-	n	-	-	Διὸς
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	n	-	-	 ̓
ἐριούνιος	-	-	m	ἐριούνιος	-	s	-	n	-	-	ἐριούνιος
Ἑρμῆς	-	-	m	Ἑρμῆς	-	s	-	n	-	-	Ἑρμῆς
δοχμωθεὶς	-	-	m	δοχμόομαι	-	s	-	v	-	-	δοχμωθεὶς
μεγάροιο	-	-	-	μέγαρον	-	s	-	n	-	-	μεγάροιο
διὰ	-	-	-	διά	-	s	-	n	-	-	διὰ
κλήιθρον	-	-	-	κλεῖθρον	-	s	-	n	-	-	κλήιθρον
ἔδυνεν	-	-	-	δύω	-	s	-	v	-	-	ἔδυνεν
αὔρῃ	-	-	-	αὔρη	-	s	-	n	-	-	αὔρῃ
ὀπωρινῇ	-	-	-	ὀπωρινός	-	s	-	a	-	-	ὀπωρινῇ
ἐναλίγκιος	-	-	-	ἐναλίγκιος	-	s	-	a	-	-	ἐναλίγκιος
,	-	-	-	,	-	-	-	u	-	-	,
ἠύτ	-	-	-	ἠύτε	-	-	-	-	-	-	ἠύτ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ὀμίχλη	-	-	-	ὁμίχλη	-	s	-	n	-	-	ὀμίχλη
.	-	-	-	.	-	-	-	u	-	-	.
ἰθύσας	n	-	m	ἰθύω	-	s	-	v	-	-	ἰθύσας
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἄντρου	-	-	m	ἄντρον	-	s	-	n	-	-	ἄντρου
ἐξίκετο	-	-	-	ἐξικνέομαι	-	s	-	v	-	-	ἐξίκετο
πίονα	-	-	-	πίων	-	s	-	n	-	-	πίονα
νηὸν	-	-	m	ναός	-	s	-	n	-	-	νηὸν
ἦκα	-	-	-	ἦκα	-	-	-	v	-	-	ἦκα
ποσὶ	-	-	-	πούς	-	-	-	n	-	-	ποσὶ
προβιβῶν	-	-	-	προβίβημι	-	-	-	n	-	-	προβιβῶν
:	-	-	-	:	-	-	-	u	-	-	:
οὐ	-	-	-	οὐ	-	-	-	d	-	-	οὐ
γὰρ	-	-	-	γάρ	-	-	-	d	-	-	γὰρ
κτύπεν	-	-	-	κτύπος	-	-	-	v	-	-	κτύπεν
,	-	-	-	,	-	-	-	u	-	-	,
ὥσπερ	-	-	-	ὥσπερ	-	-	-	d	-	-	ὥσπερ
ἐπ	-	-	-	ἐπί	-	-	-	r	-	-	ἐπ
᾽	-	-	-	̓	-	-	-	u	-	-	 ̓
οὔδει	-	-	-	οὖδας	-	-	-	n	-	-	οὔδει
.	-	-	-	.	-	-	-	u	-	-	.
150ἐσσυμένως	-	-	-	ἐλεεσσύω	-	-	-	d	-	-	150ἐσσυμένως
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἄρα	-	-	-	ἄρα	-	-	-	d	-	-	ἄρα
λίκνον	-	-	-	λίκνος	-	s	-	n	-	-	λίκνον
ἐπῴχετο	-	-	-	ἐποίχομαι	-	s	-	v	-	-	ἐπῴχετο
κύδιμος	-	-	m	κύδιμος	-	s	-	a	-	-	κύδιμος
Ἑρμῆς	-	-	m	Ἑρμῆς	-	s	-	n	-	-	Ἑρμῆς
:	-	-	-	:	-	-	-	n	-	-	:
σπάργανον	-	-	-	σπάργανον	-	s	-	n	-	-	σπάργανον
ἀμφ	-	-	-	ἀμφί	-	-	-	-	-	-	ἀμφ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ὤμοις	-	-	m	ὦμος	-	-	-	n	-	-	ὤμοις
εἰλυμένος	-	-	m	εἰλύω	-	s	-	v	-	-	εἰλυμένος
,	-	-	-	,	-	-	-	u	-	-	,
ἠύτε	-	-	-	ἠύτε	-	-	-	v	-	-	ἠύτε
τέκνον	-	-	-	τέκνον	-	s	-	n	-	-	τέκνον
νήπιον	-	-	m	νήπιος	-	s	-	a	-	-	νήπιον
,	-	-	-	,	-	-	-	u	-	-	,
ἐν	-	-	-	ἐν	-	-	-	n	-	-	ἐν
παλάμῃσι	-	-	-	παλάμη	-	s	-	n	-	-	παλάμῃσι
περ	-	-	-	πέρ	-	-	-	n	-	-	περ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἰγνύσι	-	-	-	ἰγνύς	-	s	-	n	-	-	ἰγνύσι
λαῖφος	-	-	-	λαῖφος	-	s	-	n	-	-	λαῖφος
ἀθύρων	-	-	m	ἀθύρω	-	s	-	n	-	-	ἀθύρων
κεῖτο	-	-	-	κεῖμαι	-	s	-	v	-	-	κεῖτο
,	-	-	-	,	-	-	-	u	-	-	,
χέλυν	a	-	-	χέλυς	-	s	-	n	-	-	χέλυν
ἐρατὴν	a	-	f	ἐρατός	-	s	-	a	-	-	ἐρατὴν
ἐπ	-	-	-	ἐπί	-	-	-	n	-	-	ἐπ
᾽	-	-	-	̓ ̓	-	s	-	-	-	-	 ̓
ἀριστερὰ	a	-	f	ἀριστερός	-	s	-	a	-	-	ἀριστερὰ
χειρὸς	-	-	f	χείρ	-	s	-	n	-	-	χειρὸς
ἐέργων	-	-	-	ἔργω	-	s	-	v	-	-	ἐέργων
.	-	-	-	.	-	-	-	u	-	-	.
μητέρα	a	-	f	μήτηρ	-	s	-	n	-	-	μητέρα
δ	-	-	-	δέ	-	-	-	n	-	-	δ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
οὐκ	-	-	-	οὐ	-	-	-	d	-	-	οὐκ
ἄρ	-	-	-	ἄρα	-	-	-	-	-	-	ἄρ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἔληθε	-	-	-	λανθάν	-	s	-	v	-	-	ἔληθε
θεὰν	-	-	-	θεά	-	s	-	n	-	-	θεὰν
θεὸς	-	-	-	θεός	-	s	-	n	-	-	θεὸς
εἰπέ	-	-	-	εἶπον	-	s	-	v	-	-	εἰπέ
τε	-	-	-	τε	-	-	-	d	-	-	τε
μῦθον	-	-	-	μῦθος	-	s	-	n	-	-	μῦθον
:	-	-	-	:	-	-	-	u	-	-	:
155τίπτε	-	-	-		-	-	-	d	-	-	155τίπτε
σύ	-	-	-	σύ	-	s	-	p	-	-	σύ
,	-	-	-	,	-	-	-	u	-	-	,
ποικιλομῆτα	-	-	-	ποικιλομήτης	-	s	-	n	-	-	ποικιλομῆτα
,	-	-	-	,	-	-	-	u	-	-	,
πόθεν	-	-	-	πόθεν	-	-	-	d	-	-	πόθεν
τόδε	-	-	-	ὅδε	-	s	-	a	-	-	τόδε
νυκτὸς	-	-	-	νύξ	-	s	-	n	-	-	νυκτὸς
ἐν	-	-	-	ἐν	-	-	-	d	-	-	ἐν
ὥρῃ	-	-	-	ὥρα	-	s	-	n	-	-	ὥρῃ
ἔρχῃ	-	-	-	ἔρχομαι	-	s	-	v	-	-	ἔρχῃ
,	-	-	-	,	-	-	-	u	-	-	,
ἀναιδείην	-	-	-	ἀναίδεια	-	s	-	a	-	-	ἀναιδείην
ἐπιειμένε	-	-	-	ἐπιείμεν	-	s	-	v	-	-	ἐπιειμένε
;	-	-	-	;	-	-	-	u	-	-	;
νῦν	-	-	-	νῦν	-	-	-	d	-	-	νῦν
σε	-	-	-	σύ	-	s	-	-	-	-	σε
μάλ	-	-	-	μάλα	-	-	-	d	-	-	μάλ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
οἴω	-	-	-	οἴομαι	-	s	-	v	-	-	οἴω
ἢ	-	-	-	ἤ	-	-	-	d	-	-	ἢ
τάχ	-	-	-	τάχα	-	-	-	p	-	-	τάχ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
ἀμήχανα	-	-	-	ἀμήχανος	-	-	-	a	-	-	ἀμήχανα
δεσμὰ	-	-	-	δεσμός	-	-	-	n	-	-	δεσμὰ
περὶ	-	-	-	περί	-	-	-	r	-	-	περὶ
πλευρῇσιν	-	-	-	πλευρά	-	-	-	n	-	-	πλευρῇσιν
ἔχοντα	-	-	-	ἔχω	-	s	-	v	-	-	ἔχοντα
Λητοίδου	-	-	-	Λητοίδης	-	s	-	n	-	-	Λητοίδου
ὑπὸ	-	-	-	ὑπό	-	-	-	r	-	-	ὑπὸ
χερσὶ	-	-	-	χείρ	-	-	-	n	-	-	χερσὶ
διὲκ	-	-	-	διέκ	-	-	-	n	-	-	διὲκ
προθύροιο	-	-	-	πρόθυρον	-	s	-	n	-	-	προθύροιο
περήσειν	-	-	-	περάω	-	-	-	v	-	-	περήσειν
ἣ	-	-	-	ὅς	-	s	-	p	-	-	ἣ
σὲ	-	-	-	σύ	-	s	-	v	-	-	σὲ
φέροντα	a	-	-	φέρω	-	s	-	v	-	-	φέροντα
μεταξὺ	-	-	-	μεταξύ	-	-	-	d	-	-	μεταξὺ
κατ	-	-	-	κατά	-	-	-	r	-	-	κατ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἄγκεα	-	-	-	ἄγκος	-	-	-	n	-	-	ἄγκεα
φηλητεύσειν	-	-	-	φηλητεύω	-	-	-	v	-	-	φηλητεύσειν
.	-	-	-	.	-	-	-	u	-	-	.
160ἔρρε	-	-	m	μάρρος	-	s	-	n	-	-	160ἔρρε
πάλιν	-	-	-	πάλιν	-	-	-	d	-	-	πάλιν
:	-	-	-	:	-	-	-	u	-	-	:
μεγάλην	a	-	f	μέγας	-	s	-	a	-	-	μεγάλην
σε	-	-	m	σύ	-	s	-	p	-	-	σε
πατὴρ	-	-	m	πατήρ	-	s	-	n	-	-	πατὴρ
ἐφύτευσε	-	-	-	φυτεύω	-	s	-	v	-	-	ἐφύτευσε
μέριμναν	-	-	m	μέριμνα	-	s	-	n	-	-	μέριμναν
θνητοῖς	-	-	m	θνητός	-	p	-	a	-	-	θνητοῖς
ἀνθρώποισι	d	-	m	ἄνθρωπος	-	p	-	n	-	-	ἀνθρώποισι
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἀθανάτοισι	d	-	m	ἀθάνατος	-	p	-	a	-	-	ἀθανάτοισι
θεοῖσι	d	-	m	θεός	-	p	-	n	-	-	θεοῖσι
.	-	-	-	.	-	-	-	u	-	-	.
τὴν	a	-	f	ὁ	-	s	-	l	-	-	τὴν
δ	-	-	-	δ	-	-	-	n	-	-	δ
᾽	-	-	-	̓	-	-	-	p	-	-	 ̓
Ἑρμῆς	-	-	m	Ἑρμῆς	-	s	-	n	-	-	Ἑρμῆς
μύθοισιν	-	-	m	μῦθος	-	s	-	n	-	-	μύθοισιν
ἀμείβετο	-	-	-	ἀμείβω	-	s	-	v	-	-	ἀμείβετο
κερδαλέοισι	-	-	-	κερδαλέος	-	s	-	a	-	-	κερδαλέοισι
:	-	-	-	:	-	-	-	u	-	-	:
μῆτερ	-	-	-	μήτηρ	-	s	-	n	-	-	μῆτερ
ἐμή	-	-	-	ἐμός	-	s	-	a	-	-	ἐμή
,	-	-	-	,	-	-	-	u	-	-	,
τί	-	-	-	τίς	-	s	-	p	-	-	τί
με	-	-	-	ἐγώ	-	s	-	p	-	-	με
ταῦτα	-	-	-	οὗτος	-	s	-	p	-	-	ταῦτα
δεδίσκεαι	-	-	-	δείδω	-	s	-	v	-	-	δεδίσκεαι
,	-	-	-	,	-	-	-	u	-	-	,
ἠύτε	-	-	-	ἠύτε	-	s	-	a	-	-	ἠύτε
τέκνον	-	-	-	τέκνον	-	s	-	a	-	-	τέκνον
νήπιον	-	-	-	νήπιος	-	s	-	a	-	-	νήπιον
,	-	-	-	,	-	-	-	u	-	-	,
ὃς	-	-	-	ὅς	-	s	-	p	-	-	ὃς
μάλα	-	-	-	μάλα	-	-	-	a	-	-	μάλα
παῦρα	-	-	-	παῦρος	-	s	-	a	-	-	παῦρα
μετὰ	-	-	-	μετά	-	-	-	-	-	-	μετὰ
φρεσὶν	-	-	-	φρήν	-	s	-	n	-	-	φρεσὶν
αἴσυλα	-	-	-	αἴσυλος	-	s	-	a	-	-	αἴσυλα
οἶδε	-	-	-	οἶδα	-	s	-	v	-	-	οἶδε
,	-	-	-	,	-	-	-	u	-	-	,
165ταρβαλέον	-	-	-	μετταρβαλέος	-	s	-	a	-	-	165ταρβαλέον
,	-	-	-	,	-	-	-	u	-	-	,
καὶ	-	-	-	καί	-	-	-	a	-	-	καὶ
μητρὸς	-	-	-	μήτηρ	-	s	-	n	-	-	μητρὸς
ὑπαιδείδοικεν	-	-	-	ὑπαιδείδω	-	s	-	v	-	-	ὑπαιδείδοικεν
ἐνιπάς	-	-	-	ἐνιπή	-	s	-	n	-	-	ἐνιπάς
;	-	-	-	;	-	-	-	u	-	-	;
αὐτὰρ	-	-	-	ἀτάρ	-	-	-	a	-	-	αὐτὰρ
ἐγὼ	-	-	f	ἐγώ	-	s	-	p	-	-	ἐγὼ
τέχνης	-	-	f	τέχνη	-	s	-	a	-	-	τέχνης
ἐπιβήσομαι	-	-	-	ἐπιβαίνω	-	s	-	v	-	-	ἐπιβήσομαι
,	-	-	-	,	-	-	-	u	-	-	,
ἥ	-	-	-	ὅς	-	s	-	p	-	-	ἥ
τις	-	-	f	τις	-	s	-	p	-	-	τις
ἀρίστη	-	-	-	ἄριστος	-	s	-	a	-	-	ἀρίστη
,	-	-	-	,	-	-	-	u	-	-	,
βουκολέων	-	-	-	βουκολέω	-	s	-	v	-	-	βουκολέων
ἐμὲ	-	-	-	ἐγώ	-	s	-	p	-	-	ἐμὲ
καὶ	-	-	-	καί	-	-	-	p	-	-	καὶ
σὲ	-	-	-	σύ	-	s	-	p	-	-	σὲ
διαμπερές	-	-	-	διαμπερές	-	-	-	a	-	-	διαμπερές
:	-	-	-	:	-	-	-	p	-	-	:
οὐδὲ	-	-	-	οὐδέ	-	-	-	p	-	-	οὐδὲ
θεοῖσι	-	-	m	θεός	-	-	-	a	-	-	θεοῖσι
νῶι	-	-	m	ἐγώ	-	-	-	p	-	-	νῶι
μετ	-	-	-	μετά	-	-	-	p	-	-	μετ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
ἀθανάτοισιν	-	-	m	ἀθάνατος	-	p	-	a	-	-	ἀθανάτοισιν
ἀδώρητοι	-	-	m	ἀδώρητος	-	p	-	a	-	-	ἀδώρητοι
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
ἄλιστοι	-	-	m	ἄλιστος	-	p	-	a	-	-	ἄλιστοι
αὐτοῦ	-	-	m	αὐτός	-	-	-	p	-	-	αὐτοῦ
τῇδε	-	-	-	ὅδε	-	-	-	p	-	-	τῇδε
μένοντες	-	-	m	μένω	-	-	-	v	-	-	μένοντες
ἀνεξόμεθ	-	-	-	ἀνέχω	-	-	-	v	-	-	ἀνεξόμεθ
᾽	-	-	-	̓ ̓	-	-	-	p	-	-	 ̓
,	-	-	-	,	-	-	-	u	-	-	,
ὡς	-	-	-	ὡς	-	-	-	p	-	-	ὡς
σὺ	-	-	-	σύ	-	s	-	p	-	-	σὺ
κελεύεις	-	-	-	κελεύω	-	s	-	v	-	-	κελεύεις
.	-	-	-	.	-	-	-	u	-	-	.
170βέλτερον	n	-	n		-	s	-	a	-	-	170βέλτερον
ἤματα	a	-	n	ἦμαρ	-	p	-	n	-	-	ἤματα
πάντα	a	-	n	πᾶς	-	s	-	a	-	-	πάντα
μετ	-	-	-	μετά	-	-	-	a	-	-	μετ
᾽	-	-	-	̓ ̓	-	-	-	a	-	-	 ̓
ἀθανάτοις	-	-	-	ἀθάνατος	-	-	-	a	-	-	ἀθανάτοις
ὀαρίζειν	-	-	-	ὀαρίζω	-	-	-	a	-	-	ὀαρίζειν
,	-	-	-	,	-	-	-	u	-	-	,
πλούσιον	-	-	m	πλούσιος	-	s	-	a	-	-	πλούσιον
,	-	-	-	,	-	-	-	u	-	-	,
ἀφνειόν	-	-	-	ἀφνειός	-	s	-	a	-	-	ἀφνειόν
,	-	-	-	,	-	-	-	u	-	-	,
πολυλήιον	-	-	-	πολυλήιος	-	s	-	a	-	-	πολυλήιον
,	-	-	-	,	-	-	-	u	-	-	,
ἢ	-	-	-	ἤ	-	-	-	r	-	-	ἢ
κατὰ	-	-	-	κατά	-	-	-	r	-	-	κατὰ
δῶμα	-	-	-	δῶμα	-	s	-	n	-	-	δῶμα
ἄντρῳ	-	-	-	ἄντρον	-	s	-	n	-	-	ἄντρῳ
ἐν	-	-	-	ἐν	-	-	-	r	-	-	ἐν
ἠερόεντι	-	-	-	ἠερόεις	-	-	-	a	-	-	ἠερόεντι
θαασσέμεν	-	-	-	θαάσσω	-	-	-	v	-	-	θαασσέμεν
:	-	-	-	:	-	-	-	u	-	-	:
ἀμφὶ	-	-	-	ἀμφί	-	-	-	r	-	-	ἀμφὶ
δὲ	-	-	-	δέ	-	-	-	d	-	-	δὲ
τιμῆς	-	-	-	τιμή	-	s	-	n	-	-	τιμῆς
,	-	-	-	,	-	-	-	u	-	-	,
κἀγὼ	-	-	f	ἐγώ	-	s	-	p	-	-	κἀγὼ
τῆς	-	-	f	ὁ	-	s	-	p	-	-	τῆς
ὁσίης	-	-	-	ὁσία	-	s	-	a	-	-	ὁσίης
ἐπιβήσομαι	-	-	-	ἐπιβαίνω	-	s	-	v	-	-	ἐπιβήσομαι
,	-	-	-	,	-	-	-	u	-	-	,
ἧς	-	-	-	ὅς	-	s	-	p	-	-	ἧς
περ	-	-	-	πέρ	-	-	-	d	-	-	περ
Ἀπόλλων	-	-	-	Ἀπόλλων	-	s	-	n	-	-	Ἀπόλλων
.	-	-	-	.	-	-	-	u	-	-	.
εἰ	-	-	-	εἰ	-	-	-	c	-	-	εἰ
δέ	-	-	-	δέ	-	-	-	d	-	-	δέ
κε	-	-	-	ἄν	-	-	-	d	-	-	κε
μὴ	-	-	-	μή	-	-	-	d	-	-	μὴ
δώῃσι	-	-	-	δίδωμι	-	s	-	v	-	-	δώῃσι
πατὴρ	-	-	-	πατήρ	-	s	-	n	-	-	πατὴρ
ἐμός	-	-	-	ἐμός	-	s	-	p	-	-	ἐμός
,	-	-	-	,	-	-	-	u	-	-	,
ἧ	-	-	-	ἧ	-	s	-	p	-	-	ἧ
τοι	-	-	-	σύ	-	s	-	p	-	-	τοι
ἔγωγε	-	-	-	ἐγώ	-	s	-	p	-	-	ἔγωγε
175πειρήσω	-	-	-	ἐμπειρέω	-	s	-	v	-	-	175πειρήσω
,	-	-	-	,	-	-	-	u	-	-	,
δύναμαι	-	-	-	δύναμαι	-	s	-	v	-	-	δύναμαι
,	-	-	-	,	-	-	-	u	-	-	,
φηλητέων	-	-	-	φηλητής	-	s	-	v	-	-	φηλητέων
ὄρχαμος	-	-	-	ὄρχαμος	-	s	-	v	-	-	ὄρχαμος
εἶναι	-	-	-	εἰμί	-	-	-	v	-	-	εἶναι
.	-	-	-	.	-	-	-	u	-	-	.
εἰ	-	-	-	εἰ	-	-	-	c	-	-	εἰ
δέ	-	-	-	δέ	-	-	-	c	-	-	δέ
μ	-	-	-	ἐγώ	-	s	-	-	-	-	μ
᾽	-	-	-	̓ ̓	-	-	-	-	-	-	 ̓
ἐρευνήσει	-	-	-	ἐρευνάω	-	s	-	v	-	-	ἐρευνήσει
Λητοῦς	-	-	f	Λητώ	-	s	-	n	-	-	Λητοῦς
ἐρικυδέος	-	-	f	ἐρικυδής	-	s	-	a	-	-	ἐρικυδέος
υἱός	-	-	m	υἱός	-	s	-	n	-	-	υἱός
,	-	-	-	,	-	-	-	u	-	-	,
ἄλλο	-	-	-	ἄλλος	-	s	-	p	-	-	ἄλλο
τί	-	-	-	τίς	-	s	-	p	-	-	τί
οἱ	-	-	-	ὁ	-	s	-	p	-	-	οἱ
καὶ	-	-	-	καί	-	-	-	p	-	-	καὶ
μεῖζον	-	-	-	μέγας	-	s	-	a	-	-	μεῖζον
ὀίομαι	-	-	-	οἴομαι	-	s	-	v	-	-	ὀίομαι
ἀντιβολήσειν	-	-	-	ἀντιβολέω	-	-	-	v	-	-	ἀντιβολήσειν
.	-	-	-	.	-	-	-	u	-	-	.
εἶμι	-	-	-	εἶμι	-	s	-	v	-	-	εἶμι
γὰρ	-	-	-	γάρ	-	-	-	d	-	-	γὰρ
ἐς	-	-	-	εἰς	-	-	-	d	-	-	ἐς
Πυθῶνα	a	-	-	Πυθών	-	s	-	n	-	-	Πυθῶνα
μέγαν	a	-	m	μέγας	-	s	-	a	-	-	μέγαν
δόμον	a	-	m	δόμος	-	s	-	n	-	-	δόμον
ἀντιτορήσων	-	-	m	ἀντιτορέω	-	s	-	v	-	-	ἀντιτορήσων
:	-	-	-	:	-	-	-	n	-	-	:
ἔνθεν	-	-	-	ἔνθεν	-	-	-	d	-	-	ἔνθεν
ἅλις	-	-	-	ἅλις	-	-	-	d	-	-	ἅλις
τρίποδας	a	-	m	τρίπους	-	s	-	n	-	-	τρίποδας
περικαλλέας	-	-	m	περικαλλής	-	s	-	a	-	-	περικαλλέας
ἠδὲ	-	-	-	ἠδέ	-	-	-	d	-	-	ἠδὲ
λέβητας	-	-	m	λέβης	-	-	-	n	-	-	λέβητας
180πορθήσω	-	-	-		-	s	-	v	-	-	180πορθήσω
καὶ	-	-	-	καί	-	-	-	d	-	-	καὶ
χρυσόν	-	-	m	χρυσός	-	s	-	n	-	-	χρυσόν
,	-	-	-	,	-	-	-	u	-	-	,
