token	case	degree	gend	lemma	mood	num	pers	pos	tense	voice	treated
θραύσματα	n	-	n	θραῦσμα	-	s	-	n	-	-	θραύσματα
υπόκεινται	n	-	-	ὑπόκειμαι	-	s	-	v	-	-	υπόκεινται
πάτωμα	n	-	-	πάτωμα	-	s	-	n	-	-	πάτωμα
μάταια	n	-	-	μάταιος	-	s	-	n	-	-	μάταια
καρχαρίας	a	-	f	καρχαρία	-	s	-	n	-	-	καρχαρίας
γκέτο	n	-	-	γκέτος	-	s	-	v	-	-	γκέτο
φλεγμονή	n	-	f	φλεγμονή	-	s	-	n	-	-	φλεγμονή
καταγγελίες	n	-	f	καταγγελίων	-	s	-	n	-	-	καταγγελίες
αίρεση	n	-	-	αἱρέω	-	s	-	n	-	-	αίρεση
περιορισμοί	n	-	-	περιορισμός	-	s	-	a	-	-	περιορισμοί
μειονεκτήματα	n	-	-	μειονέκτημα	-	s	-	n	-	-	μειονεκτήματα
Διάφορα	n	-	-	Διάφορος	-	s	-	n	-	-	Διάφορα
καταιγίδα	a	-	f	καταιγίς	-	s	-	n	-	-	καταιγίδα
οικόπεδο	n	-	-	οἰκόπεδον	-	s	-	n	-	-	οικόπεδο
απογοήτευση	n	-	-	ἀπογοητεύω	-	s	-	v	-	-	απογοήτευση
υποφέρει	-	-	-	ὑποφέρω	-	s	-	v	-	-	υποφέρει
σύρραξη	n	-	-	σύρραξ	-	s	-	v	-	-	σύρραξη
παραμύθι	-	-	-	παραμύθι	-	s	-	v	-	-	παραμύθι
παγίδα	n	-	f	παγίς	-	s	-	n	-	-	παγίδα
καίγεται	-	-	-	καίγω	-	s	-	v	-	-	καίγεται
κλοπή	n	-	f	κλοπή	-	s	-	n	-	-	κλοπή
ιδιόκτητο	-	-	-	ἰδιοκτής	-	s	-	v	-	-	ιδιόκτητο
απάτη	n	-	f	ἀπάτη	-	s	-	n	-	-	απάτη
αιμορραγία	n	-	f	αἱμορραγία	-	s	-	n	-	-	αιμορραγία
φάουλ	n	-	-	φάος	-	s	-	n	-	-	φάουλ
παραμόρφωση	n	-	-	παραμόρφος	-	s	-	v	-	-	παραμόρφωση
δραστικά	n	-	f	δραστικός	-	s	-	n	-	-	δραστικά
διαμαρτυρία	n	-	f	διαμαρτυρία	-	s	-	n	-	-	διαμαρτυρία
αναίρεση	-	-	-	ἀναιρέω	-	s	-	n	-	-	αναίρεση
διαφωνώ	n	-	-	διαφωνέω	-	s	-	v	-	-	διαφωνώ
αντίρρηση	n	-	-	ἀντιρρέω	-	s	-	v	-	-	αντίρρηση
αδιαφορία	n	-	f	ἀδιαφορία	-	s	-	n	-	-	αδιαφορία
νέφος	n	-	f	νέφος	-	s	-	n	-	-	νέφος
σοβαρότητα	a	-	f	σοβαρότης	-	s	-	n	-	-	σοβαρότητα
νάνος	n	-	f	νάνος	-	s	-	n	-	-	νάνος
εσφαλμένα	n	-	f	σφάλλων	-	s	-	v	-	-	εσφαλμένα
ελλείψεις	n	-	f	ἔλλειψις	-	s	-	n	-	-	ελλείψεις
καταπίεση	-	-	f	καταπίπτω	-	s	-	v	-	-	καταπίεση
ισχυρισμός	n	-	m	ἰσχυρισμός	-	s	-	n	-	-	ισχυρισμός
διακοπεί	n	-	-	διακοπή	-	s	-	v	-	-	διακοπεί
συγνώμη	n	-	f	συγνώμη	-	s	-	n	-	-	συγνώμη
μεταστροφή	n	-	f	μεταστροφή	-	s	-	n	-	-	μεταστροφή
κατηγορώντας	n	-	m	κατηγοράω	-	s	-	v	-	a	κατηγορώντας
αποτυγχάνει	-	-	-	ἀποτυγχάνω	-	s	-	v	-	-	αποτυγχάνει
λόγων	n	-	m	λόγος	-	s	-	n	-	-	λόγων
σκλάβοι	n	-	-	σκλάβος	-	s	-	n	-	-	σκλάβοι
λάσπη	n	-	f	λάσπη	-	s	-	n	-	-	λάσπη
καπνός	n	-	m	καπνός	-	s	-	n	-	-	καπνός
ένοχος	n	-	m	ἔνοχος	-	s	-	n	-	-	ένοχος
άρρωστος	n	-	m	ἄρρωστος	-	s	-	n	-	-	άρρωστος
διαφώνησε	-	-	-	διαφωνέω	-	s	-	v	-	-	διαφώνησε
αντιθέσεις	n	-	-	ἀντίθεσις	-	s	-	n	-	-	αντιθέσεις
τιμωρήσει	-	-	f	τιμωρέω	-	s	-	v	-	-	τιμωρήσει
εχθρότητα	a	-	f	ἐχθρότης	-	s	-	n	-	-	εχθρότητα
έντομο	n	-	-	ἔντομος	-	s	-	v	-	-	έντομο
κλήσεις	n	-	f	κλῆσις	-	s	-	n	-	-	κλήσεις
διάλειμμα	n	-	-	διάλειμμα	-	s	-	n	-	-	διάλειμμα
κατάρα	n	-	-	κατάρα	-	s	-	n	-	-	κατάρα
κάπνισμα	n	-	n	κάπνισμα	-	s	-	n	-	-	κάπνισμα
εξόριστος	n	-	m	ἐξόριστος	-	s	-	a	-	-	εξόριστος
αστείο	n	-	-	ἀστεῖος	-	s	-	n	-	-	αστείο
πρόσχημα	n	-	n	πρόσχημα	-	s	-	n	-	-	πρόσχημα
πάσχουν	n	-	m	πάσχω	-	s	-	n	-	-	πάσχουν
κάθειρξη	n	-	-	καθείργης	-	s	-	n	-	-	κάθειρξη
γενοκτονία	n	-	f	γενοκτονία	-	s	-	n	-	-	γενοκτονία
πληγές	n	-	f	πληγή	-	s	-	n	-	-	πληγές
υποτελής	n	-	f	ὑποτελής	-	s	-	a	-	-	υποτελής
βαλβίδα	n	-	f	βαλβίς	-	s	-	n	-	-	βαλβίδα
αποτυχίες	n	-	f	ἀποτυχίς	-	s	-	n	-	-	αποτυχίες
εχθροπραξιών	n	-	m	ἐχθροπράξις	-	s	-	n	-	-	εχθροπραξιών
σύμπτωμα	n	-	n	σύμπτωμα	-	s	-	n	-	-	σύμπτωμα
σκελετός	n	-	m	σκελετός	-	s	-	n	-	-	σκελετός
πυρετός	n	-	m	πυρετός	-	s	-	n	-	-	πυρετός
λύπη	n	-	f	λύπη	-	s	-	n	-	-	λύπη
τέχνασμα	n	-	f	τέχνασμα	-	s	-	n	-	-	τέχνασμα
πλάνη	n	-	f	πλάνη	-	s	-	n	-	-	πλάνη
λιπαρά	n	-	f	λιπαρός	-	s	-	n	-	-	λιπαρά
φοβάται	n	-	f	φοβάτης	-	s	-	n	-	-	φοβάται
λεηλασία	n	-	f	λεηλασία	-	s	-	n	-	-	λεηλασία
λίπος	n	-	f	λίπος	-	s	-	n	-	-	λίπος
καταστροφικές	n	-	f	καταστροφικός	-	s	-	a	-	-	καταστροφικές
επιβάλλουν	n	-	f	ἐπιβάλλω	-	s	-	n	-	-	επιβάλλουν
πτυχή	n	-	f	πτυχή	-	s	-	n	-	-	πτυχή
επιφανειακά	n	-	f	ἐπιφανεία	-	s	-	a	-	-	επιφανειακά
διαγράψει	n	-	f	διαγράπω	-	s	-	n	-	-	διαγράψει
σύμπτωση	n	-	f	σύμπτωσ	-	s	-	n	-	-	σύμπτωση
ομίχλη	n	-	f	ὁμίχλη	-	s	-	n	-	-	ομίχλη
γεμάτος	n	-	f	γέματος	-	s	-	n	-	-	γεμάτος
παρωδία	n	-	f	παρώδιον	-	s	-	n	-	-	παρωδία
καταγγελία	n	-	f	καταγγελία	-	s	-	n	-	-	καταγγελία
ειρωνεία	n	-	f	εἱρώνεια	-	s	-	n	-	-	ειρωνεία
τριβή	n	-	f	τριβή	-	s	-	n	-	-	τριβή
οπή	n	-	f	ὀπή	-	s	-	n	-	-	οπή
εξάτμιση	n	-	f	ἐξατμίσεια	-	s	-	n	-	-	εξάτμιση
δυσμένεια	n	-	f	δυσμένεια	-	s	-	n	-	-	δυσμένεια
αρπαγή	n	-	f	ἁρπαγή	-	s	-	n	-	-	αρπαγή
αποτροπή	n	-	f	ἀποτροπή	-	s	-	n	-	-	αποτροπή
αδίκημα	n	-	f	ἀδίκημα	-	s	-	n	-	-	αδίκημα
αγωνία	n	-	f	ἀγωνία	-	s	-	n	-	-	αγωνία
άγνοια	n	-	f	ἄγνοια	-	s	-	n	-	-	άγνοια
αρρώστια	n	-	f	ἀρώστιος	-	s	-	n	-	-	αρρώστια
εμποδίζουν	n	-	f	ἐμποδίζω	-	s	-	n	-	-	εμποδίζουν
κρυπτογράφησης	n	-	f	κρυπτογράφησις	-	s	-	n	-	-	κρυπτογράφησης
τραύμα	n	-	f	τραῦμα	-	s	-	n	-	-	τραύμα
τεράστιος	n	-	f	τεράστιος	-	s	-	a	-	-	τεράστιος
θανάτωση	n	-	f	θανατόστης	-	s	-	n	-	-	θανάτωση
αυστηρότητα	n	-	f	αὐστηρότητος	-	s	-	n	-	-	αυστηρότητα
ασταθής	n	-	f	ἀσταθής	-	s	-	n	-	-	ασταθής
υπερβολή	n	-	f	ὐπερβολή	-	s	-	n	-	-	υπερβολή
τρομοκρατία	n	-	f	τρομοκρατία	-	s	-	n	-	-	τρομοκρατία
οπές	n	-	f	ὀπές	-	s	-	n	-	-	οπές
ενοχλεί	n	-	f	ἐνοχλέω	-	s	-	n	-	-	ενοχλεί
ίζημα	n	-	f	ἵζημα	-	s	-	n	-	-	ίζημα
πρύμνη	n	-	f	πρύμνα	-	s	-	n	-	-	πρύμνη
πανώλης	n	-	f	πανώλης	-	s	-	n	-	-	πανώλης
τοξικότητα	n	-	f	τοξικότης	-	s	-	n	-	-	τοξικότητα
τελεσίγραφο	n	-	f	τελεσίγραφος	-	s	-	a	-	-	τελεσίγραφο
κακά	n	-	f	κακός	-	s	-	a	-	-	κακά
δούλος	n	-	m	δοῦλος	-	s	-	n	-	-	δούλος
σοκ	n	-	f	σοκεκός	-	s	-	n	-	-	σοκ
εσφαλμένη	n	-	f	σφέλλα	-	s	-	v	-	-	εσφαλμένη
εκμεταλλεύονται	n	-	f	ἐκμεταλλεύω	-	s	-	v	-	-	εκμεταλλεύονται
αφάνεια	n	-	f	ἀφάνειον	-	s	-	a	-	-	αφάνεια
φτωχός	n	-	f	φτωχός	-	s	-	n	-	-	φτωχός
αποσύνθεση	n	-	f	ἀποσύνθησις	-	s	-	n	-	-	αποσύνθεση
πτώχευση	n	-	f	πτωχεύω	-	s	-	v	-	-	πτώχευση
κακουχίες	n	-	f	κακουχία	-	s	-	a	-	-	κακουχίες
αντιτορπιλικό	n	-	f	ἀντιτορπιλικός	-	s	-	v	-	-	αντιτορπιλικό
ανίκανος	n	-	f	ἀνίκανος	-	s	-	n	-	-	ανίκανος
φιλοξενούν	n	-	f	φιλοξενόω	-	s	-	a	-	-	φιλοξενούν
πρόσκρουση	n	-	f	πρόσκρουσα	-	s	-	v	-	-	πρόσκρουση
ντροπή	n	-	f	ντροπή	-	s	-	n	-	-	ντροπή
απόλυτος	n	-	f	ἀπόλυτος	-	s	-	a	-	-	απόλυτος
αναστάτωση	n	-	f	ἀναστατόω	-	s	-	v	-	-	αναστάτωση
παράπονα	n	-	f	παράπονος	-	s	-	a	-	-	παράπονα
αμαρτία	n	-	f	ἀμαρτία	-	s	-	n	-	-	αμαρτία
θύελλα	n	-	f	θύελλα	-	s	-	n	-	-	θύελλα
διαφωνεί	n	-	-	διαφωνεί	-	s	-	v	-	-	διαφωνεί
απογοητευμένος	n	-	m	ἀπογοητεύω	-	s	-	v	-	-	απογοητευμένος
υποψία	n	-	f	ὑποψία	-	s	-	n	-	-	υποψία
σκάνδαλα	n	-	f	σκάνδαλον	-	s	-	n	-	-	σκάνδαλα
επιφυλάξεις	n	-	f	ἐπιφυλάσσω	-	s	-	n	-	-	επιφυλάξεις
εξόργισε	n	-	-	ἐξοργίζω	-	s	-	v	-	-	εξόργισε
εξωτερικός	n	-	m	ἐξωτερικός	-	s	-	a	-	-	εξωτερικός
προτομές	n	-	m	προτομή	-	s	-	n	-	-	προτομές
προκατάληψη	n	-	m	προκαταλάπησις	-	s	-	n	-	-	προκατάληψη
πένθος	n	-	n	πένθος	-	s	-	n	-	-	πένθος
πάγος	n	-	m	πάγος	-	s	-	n	-	-	πάγος
μαριονέτα	n	-	m	μαριονέτης	-	s	-	n	-	-	μαριονέτα
δαίμονας	n	-	m	δαίμων	-	s	-	n	-	-	δαίμονας
ξηρασία	n	-	f	ξηρασία	-	s	-	n	-	-	ξηρασία
επιθετικά	n	-	f	ἐπιθετικός	-	s	-	a	-	-	επιθετικά
απολογία	n	-	f	ἀπολογία	-	s	-	n	-	-	απολογία
ανεπαρκής	n	-	m	ἀνεπαρκής	-	s	-	a	-	-	ανεπαρκής
συνετρίβη	-	-	-	συντρίβω	-	s	-	v	-	-	συνετρίβη
πόρνη	n	-	f	πόρνη	-	s	-	n	-	-	πόρνη
καταστρέφουν	-	-	m	καταστρέφω	-	s	-	v	-	a	καταστρέφουν
δικτάτορας	a	-	m	δικτάτωρ	-	s	-	n	-	-	δικτάτορας
σιδηροδρομικών	n	-	m	σιδηροδρομικός	-	s	-	n	-	-	σιδηροδρομικών
νόθος	n	-	m	νόθος	-	s	-	n	-	-	νόθος
ανακρίβειες	n	-	m	ἀνακρίβω	-	s	-	a	-	-	ανακρίβειες
τραυματιστεί	n	-	m	τραυματιστί	-	s	-	v	-	-	τραυματιστεί
πόνους	n	-	m	πόνος	-	s	-	n	-	-	πόνους
καθυστερήσεις	n	-	f	καθυστερέω	-	s	-	n	-	-	καθυστερήσεις
διαδεδομένος	n	-	m	διαδίδωμι	-	s	-	v	-	-	διαδεδομένος
αδικήματα	n	-	f	ἀδίκημα	-	s	-	n	-	-	αδικήματα
παρεμβολή	n	-	f	παρεμβολή	-	s	-	n	-	-	παρεμβολή
δυσφορία	n	-	f	δυσφορία	-	s	-	n	-	-	δυσφορία
ανισότητα	n	-	f	ἀνισότης	-	s	-	n	-	-	ανισότητα
υποτάξει	n	-	f	ὑπόταξις	-	s	-	n	-	-	υποτάξει
ασθενέστερη	n	-	f	ἀσθενής	-	s	-	a	-	-	ασθενέστερη
στερείται	n	-	f	στερείτης	-	s	-	n	-	-	στερείται
αντιπαραθέσεις	n	-	f	ἀντιπαράθεσις	-	s	-	n	-	-	αντιπαραθέσεις
sin	n	-	f	ἄκω	-	s	-	n	-	-	sin
false	n	-	f		-	s	-	a	-	-	false
κόλαση	n	-	f	κολάσης	-	s	-	v	-	-	κόλαση
απόβλητα	n	-	n	ἀπόβλητος	-	s	-	a	-	-	απόβλητα
τρέλα	n	-	f	τρέλος	-	s	-	v	-	-	τρέλα
επικριτές	n	-	f	ἐπικριτής	-	s	-	a	-	-	επικριτές
επιδείνωση	n	-	f	ἐπιδείνω	-	s	-	v	-	-	επιδείνωση
διένεξη	n	-	-	διανέχομαι	-	s	-	v	-	-	διένεξη
ανωμαλία	n	-	f	ἀνωμαλία	-	s	-	n	-	-	ανωμαλία
αλλοίωση	n	-	f	ἀλλοίωσης	-	s	-	v	-	-	αλλοίωση
εμπνευστής	n	-	m	ἐμπευστής	-	s	-	a	-	-	εμπνευστής
ελκυστική	n	-	f	ἐλκυστικός	-	s	-	a	-	-	ελκυστική
διαρροή	n	-	f	διαρροή	-	s	-	a	-	-	διαρροή
φανατικός	n	-	m	φανατικός	-	s	-	a	-	-	φανατικός
μισός	n	-	m	μισός	-	s	-	n	-	-	μισός
εμβόλιο	n	-	m	ἔμβολος	-	s	-	n	-	-	εμβόλιο
φυλακισμένος	n	-	m	φυλακίζω	-	s	-	v	-	-	φυλακισμένος
τίμημα	n	-	n	τίμημα	-	s	-	n	-	-	τίμημα
οριακά	n	-	f	ὁριακός	-	s	-	n	-	-	οριακά
κάψιμο	n	-	m	κάπιμος	-	s	-	v	-	-	κάψιμο
ενοχή	n	-	f	ἐνοχή	-	s	-	n	-	-	ενοχή
αναρχία	n	-	f	ἀαρχίον	-	s	-	n	-	-	αναρχία
νάρκη	n	-	f	νάρκη	-	s	-	n	-	-	νάρκη
επικίνδυνος	n	-	m	ἐπικίνδυνος	-	s	-	a	-	-	επικίνδυνος
αδράνεια	n	-	f	ἀδάνειος	-	s	-	n	-	-	αδράνεια
στρες	n	-	f	στρέτης	-	s	-	n	-	-	στρες
επαναλαμβανόμενες	n	-	m	παναλαμβάνομαι	-	s	-	n	-	-	επαναλαμβανόμενες
χειρισμός	n	-	m	χειρισμός	-	s	-	n	-	-	χειρισμός
δυσπιστία	n	-	f	δυσπιστία	-	s	-	n	-	-	δυσπιστία
παραδέχθηκε	n	-	-	παραδείκνω	-	s	-	v	-	-	παραδέχθηκε
ματαιώθηκε	n	-	-	ματαιόθης	-	s	-	v	-	-	ματαιώθηκε
ασαφής	n	-	m	ἀσαφής	-	s	-	n	-	-	ασαφής
ρωγμές	n	-	m	ρωγμής	-	s	-	n	-	-	ρωγμές
παρεμβαίνει	n	-	-	παρεμβαίνω	-	s	-	v	-	-	παρεμβαίνει
δίλημμα	n	-	-	δίλημμα	-	s	-	n	-	-	δίλημμα
αυστηρός	n	-	m	αὐστηρός	-	s	-	n	-	-	αυστηρός
ακυρώσει	n	-	-	ἀκύρωσις	-	s	-	n	-	-	ακυρώσει
έρημος	n	-	m	ἐρῆμος	-	s	-	n	-	-	έρημος
άδικα	n	-	m	ἄδικος	-	s	-	n	-	-	άδικα
Κόλαση	n	-	m	Κολάσης	-	s	-	n	-	-	Κόλαση
όμηρος	n	-	m	ὄμηρος	-	s	-	n	-	-	όμηρος
υποβιβασμός	n	-	m	ὑποβιβασμός	-	s	-	n	-	-	υποβιβασμός
σύννεφο	n	-	-	σύννοφος	-	s	-	n	-	-	σύννεφο
ορφανός	n	-	m	ὀρφανός	-	s	-	n	-	-	ορφανός
κατηγορηματικά	n	-	-	κατηγορηματικός	-	s	-	a	-	-	κατηγορηματικά
ανικανότητα	a	-	f	ἀνικανότης	-	s	-	n	-	-	ανικανότητα
αμφιλεγόμενο	n	-	m	ἀμφιλέγομαι	-	s	-	v	-	-	αμφιλεγόμενο
περιορισμένος	n	-	m	περιορίζω	-	s	-	v	-	-	περιορισμένος
μυρωδιά	n	-	f	μυρωδιά	-	s	-	n	-	-	μυρωδιά
θήραμα	n	-	n	θήραμα	-	s	-	n	-	-	θήραμα
άρρηκτα	a	-	f	ἄρρηκτος	-	s	-	n	-	-	άρρηκτα
φανατικούς	a	-	m	φανατικός	-	s	-	a	-	-	φανατικούς
μαρτύριο	n	-	m	μαρτύριον	-	s	-	n	-	-	μαρτύριο
καταργήσει	n	-	f	κατάργησις	-	s	-	n	-	-	καταργήσει
ψευδαίσθηση	n	-	f	ψευδαίσσης	-	s	-	v	-	-	ψευδαίσθηση
ρεαλιστικό	n	-	-	ρεαλιστικός	-	s	-	a	-	-	ρεαλιστικό
πτώσεις	n	-	f	πτώσις	-	s	-	n	-	-	πτώσεις
πληγή	n	-	f	πληγή	-	s	-	n	-	-	πληγή
ομολογίες	n	-	m	ὁλολογία	-	s	-	n	-	-	ομολογίες
νόθο	n	-	-	νόθος	-	s	-	n	-	-	νόθο
μοναδικότητα	a	-	f	μοναδικότης	-	s	-	n	-	-	μοναδικότητα
φρίκη	n	-	f	φρίκη	-	s	-	n	-	-	φρίκη
ομοίωμα	n	-	-	οἵωομαι	-	s	-	n	-	-	ομοίωμα
θόρυβος	n	-	m	θόρυβος	-	s	-	n	-	-	θόρυβος
αναπόφευκτα	n	-	n	ἀναπόφευκτος	-	s	-	n	-	-	αναπόφευκτα
ψέμα	n	-	f	ψέμα	-	s	-	n	-	-	ψέμα
σπάσιμο	n	-	m	σπάσιμος	-	s	-	n	-	-	σπάσιμο
ζημία	n	-	f	ζημία	-	s	-	n	-	-	ζημία
έχθρα	n	-	f	ἔχθρα	-	s	-	n	-	-	έχθρα
προειδοποίησε	n	-	-	προειδοποιέω	-	s	-	v	-	-	προειδοποίησε
καχυποψία	n	-	f	καχυποψία	-	s	-	n	-	-	καχυποψία
ερειπωμένο	n	-	n	ἐρειπόω	-	s	-	n	-	-	ερειπωμένο
επιθετικότητα	a	-	f	ἐπιθετικότης	-	s	-	n	-	-	επιθετικότητα
δύσκολος	n	-	f	δύσκολος	-	s	-	a	-	-	δύσκολος
διάρροια	n	-	f	διάρροια	-	s	-	n	-	-	διάρροια
ατέλειες	n	-	-	ἀτέλεί	-	s	-	a	-	-	ατέλειες
σκουπίδια	a	-	f	σκουπίδιος	-	s	-	n	-	-	σκουπίδια
πόλωση	n	-	-	πόλωσις	-	s	-	n	-	-	πόλωση
παρέμβει	n	-	-	παρεμβέω	-	s	-	n	-	-	παρέμβει
κάταγμα	n	-	-	κάταγμα	-	s	-	n	-	-	κάταγμα
βιαστικά	n	-	-	βιαστικός	-	s	-	a	-	-	βιαστικά
αντιπάθεια	n	-	f	ἀντιπάθεια	-	s	-	n	-	-	αντιπάθεια
τσιγάρο	n	-	f	τειγάρος	-	s	-	n	-	-	τσιγάρο
πολεμικός	n	-	m	πολεμικός	-	s	-	a	-	-	πολεμικός
κηλίδα	n	-	f	κηλίς	-	s	-	n	-	-	κηλίδα
πείσμα	n	-	n	πεῖσμα	-	s	-	n	-	-	πείσμα
μυστηριώδης	n	-	f	μυστηριώδης	-	s	-	a	-	-	μυστηριώδης
ματ	n	-	-		-	s	-	n	-	-	ματ
κατώτερος	n	-	f	κατώτερος	-	s	-	a	-	-	κατώτερος
κακοποίηση	n	-	f	κακοποιέω	-	s	-	v	-	-	κακοποίηση
συρρίκνωση	n	-	f	συρρίκνω	-	s	-	v	-	-	συρρίκνωση
παραχωρήσεις	n	-	f	παραχώρησις	-	s	-	n	-	-	παραχωρήσεις
μοναξιά	n	-	f	μοναξιά	-	s	-	a	-	-	μοναξιά
ζήλια	n	-	f	ζήλιος	-	s	-	n	-	-	ζήλια
επικρίσεις	n	-	f	ἐπίκρισις	-	s	-	n	-	-	επικρίσεις
εξάντληση	n	-	f	ἐξαντλέω	-	s	-	v	-	-	εξάντληση
δοκιμαστεί	n	-	-	δοκιμαστέω	-	s	-	v	-	-	δοκιμαστεί
απόκρουση	n	-	-	ἀποκρούω	-	s	-	v	-	-	απόκρουση
απίστευτη	n	-	-	ἀπιστεύω	-	s	-	v	-	-	απίστευτη
αντίτιμο	n	-	-	ἀντίτιμος	-	s	-	v	-	-	αντίτιμο
bug	n	-	-	ἄκω	-	s	-	n	-	-	bug
ψυχρά	n	-	f	ψυχρός	-	s	-	a	-	-	ψυχρά
τυραννία	n	-	f	τυραννία	-	s	-	n	-	-	τυραννία
ταραγμένη	n	-	f	ταράσσω	-	s	-	v	-	-	ταραγμένη
πανώλη	n	-	f	πανώλης	-	s	-	n	-	-	πανώλη
διάχυτη	n	-	f	διάχυτος	-	s	-	v	-	-	διάχυτη
σύγχυσης	n	-	f	σύγχυσος	-	s	-	v	-	-	σύγχυσης
σαμποτάζ	-	-	f	σαμποτάζω	-	s	-	v	-	-	σαμποτάζ
μολυνθεί	-	-	-	μολυνθεία	-	s	-	v	-	-	μολυνθεί
κατεστραμμένο	n	-	-	καταστρέφω	-	s	-	v	-	-	κατεστραμμένο
ακατάλληλη	n	-	f	ἀκατάλληλος	-	s	-	n	-	-	ακατάλληλη
ένσταση	n	-	f	ἵστησις	-	s	-	v	-	-	ένσταση
παράξενα	n	-	f	παράξενος	-	s	-	n	-	-	παράξενα
κατακραυγή	n	-	f	κατακραυγής	-	s	-	n	-	-	κατακραυγή
βαφή	n	-	f	βαφή	-	s	-	n	-	-	βαφή
αποστροφή	n	-	f	ἀποστροφή	-	s	-	n	-	-	αποστροφή
τυφλός	n	-	m	τυφλός	-	s	-	n	-	-	τυφλός
σχισμές	n	-	f	σχισμεύς	-	s	-	n	-	-	σχισμές
στραβά	n	-	f	στραβός	-	s	-	n	-	-	στραβά
παρενόχληση	n	-	-	παρενόχλησος	-	s	-	v	-	-	παρενόχληση
παραβιάζουν	n	-	-	παραβιάζω	-	s	-	v	-	-	παραβιάζουν
κατεστραμμένη	n	-	f	καταστρέφω	-	s	-	v	-	-	κατεστραμμένη
ικανοποιημένος	n	-	m	ἰκανοποιέω	-	s	-	v	-	-	ικανοποιημένος
εκραγεί	n	-	f	κραγεί	-	s	-	v	-	-	εκραγεί
δυστυχία	n	-	f	δυστυχία	-	s	-	n	-	-	δυστυχία
αδικία	n	-	f	ἀδικία	-	s	-	n	-	-	αδικία
ψευδής	n	-	f	ψευδής	-	s	-	a	-	-	ψευδής
φόνος	n	-	m	φόνος	-	s	-	n	-	-	φόνος
προκαταλήψεις	n	-	f	προκατάληψις	-	s	-	n	-	-	προκαταλήψεις
δωροδοκία	n	-	f	δωροδοκία	-	s	-	n	-	-	δωροδοκία
βιώσιμη	n	-	f	βιώσιμος	-	s	-	a	-	-	βιώσιμη
φθίνει	n	-	-	φθίνω	-	s	-	v	-	-	φθίνει
κρέμεται	n	-	-	κρέμος	-	s	-	v	-	-	κρέμεται
επιτιθέμενος	n	-	m	ἐπιτίθημις	-	s	-	v	-	-	επιτιθέμενος
ελαττώματα	n	-	-	ἐλάττωμα	-	s	-	n	-	-	ελαττώματα
εγκαύματα	n	-	-	ἔγκαυμα	-	s	-	n	-	-	εγκαύματα
απροθυμία	n	-	f	ἀποθυμία	-	s	-	n	-	-	απροθυμία
απορρίπτεται	n	-	-	ἀπορρίπτω	-	s	-	v	-	-	απορρίπτεται
ύποπτος	n	-	m	ὕποπτος	-	s	-	a	-	-	ύποπτος
χαμένος	n	-	m	χάμη	-	s	-	n	-	-	χαμένος
προδότης	n	-	m	προδότης	-	s	-	n	-	-	προδότης
ομοφυλόφιλος	n	-	m	ὀμοφυλόφιλος	-	s	-	a	-	-	ομοφυλόφιλος
μαριονέτες	n	-	m	μαρίονετος	-	s	-	a	-	-	μαριονέτες
απειλούν	n	-	m	ἀπειλόω	-	s	-	n	-	-	απειλούν
κρίμα	n	-	f	κρίμα	-	s	-	n	-	-	κρίμα
δειλά	n	-	m	δειλός	-	s	-	a	-	-	δειλά
βομβαρδισμός	n	-	m	βομβαρδισμός	-	s	-	n	-	-	βομβαρδισμός
απορρίπτοντας	a	-	m	ἀπορρίπτω	-	s	-	v	-	-	απορρίπτοντας
απελπισία	n	-	f	ἀπελπισία	-	s	-	n	-	-	απελπισία
απέφευγε	n	-	-	ἀποφεύγω	-	s	-	v	-	-	απέφευγε
τύψεις	n	-	-	τύψις	-	s	-	n	-	-	τύψεις
τραγικός	n	-	m	τραγικός	-	s	-	a	-	-	τραγικός
τραγικά	n	-	-	τραγικός	-	s	-	a	-	-	τραγικά
ακούσια	n	-	-	ἀκούσιος	-	s	-	a	-	-	ακούσια
αγανάκτηση	n	-	f	ἀγανακτέω	-	s	-	n	-	-	αγανάκτηση
παρεξήγηση	n	-	-	παρεξηγέω	-	s	-	v	-	-	παρεξήγηση
αμέλεια	n	-	f	ἀμέλειος	-	s	-	a	-	-	αμέλεια
παραδόξως	n	-	-	παράδοξος	-	s	-	a	-	-	παραδόξως
νόσημα	n	-	n	νόσημα	-	s	-	n	-	-	νόσημα
μυστικός	n	-	m	μυστικός	-	s	-	a	-	-	μυστικός
βαρύς	n	-	m	βαρύς	-	s	-	a	-	-	βαρύς
άχρηστα	n	-	n	ἄχρηστος	-	s	-	a	-	-	άχρηστα
υποβάθμιση	n	-	m	ὑποβάθμισις	-	s	-	v	-	-	υποβάθμιση
κραυγή	n	-	f	κραυγή	-	s	-	n	-	-	κραυγή
δίψα	n	-	f	δίψα	-	s	-	n	-	-	δίψα
ανακαλέσει	n	-	-	ἀνακαλέσκω	-	s	-	v	-	-	ανακαλέσει
υπόλειμμα	n	-	n	ὐπόλειμμα	-	s	-	n	-	-	υπόλειμμα
ταπείνωση	n	-	-	ταπεινόω	-	s	-	v	-	-	ταπείνωση
σκηνοθετημένη	n	-	f	κκηνοθετέω	-	s	-	v	-	-	σκηνοθετημένη
μεθυσμένος	n	-	m	μεθύσκων	-	s	-	v	-	-	μεθυσμένος
απομίμηση	n	-	m	ἀπομιμέω	-	s	-	v	-	-	απομίμηση
