token	case	degree	gend	lemma	mood	num	pers	pos	tense	voice	treated
ευκολότερη	n	-	f	εὔκολος	-	s	-	a	-	-	ευκολότερη
φανταστικός	n	-	m	φανταστικός	-	s	-	a	-	-	φανταστικός
υποχρεωμένος	n	-	m	ὑποχρεώομαι	-	s	-	v	-	-	υποχρεωμένος
καθαρισμό	n	-	m	καθαρισμός	-	s	-	v	-	-	καθαρισμό
ευχαρίστηση	n	-	f	εὐχαριστέω	-	s	-	v	-	-	ευχαρίστηση
διακεκριμένος	n	-	m	διακρίζω	-	s	-	v	-	-	διακεκριμένος
ήθος	n	-	n	ἤθος	-	s	-	n	-	-	ήθος
απολαμβάνει	n	-	-	ἀπολαμβάνω	-	s	-	v	-	-	απολαμβάνει
πάθη	n	-	n	πάθος	-	s	-	n	-	-	πάθη
αρμόδιος	n	-	m	ἀρμόδιος	-	s	-	n	-	-	αρμόδιος
ανακούφιση	n	-	f	ἀνακούφισος	-	s	-	v	-	-	ανακούφιση
προτιμά	n	-	n	προτιμός	-	s	-	n	-	-	προτιμά
δίκαια	n	-	n	δίκαιος	-	s	-	a	-	-	δίκαια
αριστούργημα	n	-	n	ἁριστούργημα	-	s	-	n	-	-	αριστούργημα
ανθεκτικό	n	-	m	ἀνεκτικτικός	-	s	-	v	-	-	ανθεκτικό
διαδεχόμενος	n	-	m	διαδέχομαι	-	s	-	v	-	-	διαδεχόμενος
κατάλληλος	n	-	m	κατάλληλος	-	s	-	n	-	-	κατάλληλος
νόμιμος	n	-	m	νόμιμος	-	s	-	a	-	-	νόμιμος
ουρανός	n	-	m	οὐρανός	-	s	-	n	-	-	ουρανός
γενναία	n	-	f	γενναῖος	-	s	-	a	-	-	γενναία
υπόδειγμα	n	-	n	ὑπόδειγμα	-	s	-	n	-	-	υπόδειγμα
υπομονή	n	-	f	ὑπομονή	-	s	-	n	-	-	υπομονή
αναθέσει	n	-	f	ἀνάθεσις	-	s	-	n	-	-	αναθέσει
αγία	n	-	f	ἄγιος	-	s	-	n	-	-	αγία
φανερά	n	-	f	φανερός	-	s	-	a	-	-	φανερά
σούπερ	n	-	f	σούπερος	-	s	-	a	-	-	σούπερ
πηγάδι	n	-	f	πηγάς	-	s	-	n	-	-	πηγάδι
ανύψωση	n	-	f	ἀνυψόσης	-	s	-	n	-	-	ανύψωση
αυγή	n	-	f	αὐγή	-	s	-	n	-	-	αυγή
συνδεδεμένος	n	-	m	συνδέδηνος	-	s	-	v	-	-	συνδεδεμένος
μετασχηματισμός	n	-	m	μετασχηματισμός	-	s	-	n	-	-	μετασχηματισμός
παρότρυνση	n	-	f	παρότρυνος	-	s	-	n	-	-	παρότρυνση
νοημοσύνη	n	-	f	νοημοσύνη	-	s	-	n	-	-	νοημοσύνη
γνώστης	n	-	f	γνῶστης	-	s	-	n	-	-	γνώστης
ενσωματωθεί	n	-	-	ἐνωματοθέω	-	s	-	a	-	-	ενσωματωθεί
διορθώσει	n	-	f	διόρθωσις	-	s	-	n	-	-	διορθώσει
αληθής	n	-	f	ἀληθής	-	s	-	a	-	-	αληθής
ακουστική	n	-	f	ἀκουστικός	-	s	-	a	-	-	ακουστική
ταλέντα	n	-	m	τάλληντος	-	s	-	n	-	-	ταλέντα
κυρίαρχος	n	-	m	κυρίαρχος	-	s	-	n	-	-	κυρίαρχος
γοητεία	n	-	f	γοητεία	-	s	-	n	-	-	γοητεία
ευτυχώς	n	-	m	εὐτυχώτης	-	s	-	a	-	-	ευτυχώς
έλεος	n	-	n	ἔλεος	-	s	-	n	-	-	έλεος
θαυμάσια	n	-	n	θαυμάσιος	-	s	-	a	-	-	θαυμάσια
κοινωνικός	n	-	m	κοινωνικός	-	s	-	a	-	-	κοινωνικός
γενναιότητα	n	-	f	γενναιότης	-	s	-	n	-	-	γενναιότητα
παραπόταμος	n	-	m	παραπόταμος	-	s	-	n	-	-	παραπόταμος
διευκολύνουν	-	-	m	διευκολύνω	-	s	-	v	-	-	διευκολύνουν
χάρισμα	n	-	n	χάρισμα	-	s	-	n	-	-	χάρισμα
υπόσχεται	-	-	-	ὑπέχω	-	s	-	v	-	-	υπόσχεται
αφεντικό	n	-	-	ἀφεντικόπος	-	s	-	a	-	-	αφεντικό
ευχάριστο	-	-	-	εὐχαρίζω	-	s	-	v	-	-	ευχάριστο
εκπλήρωση	n	-	f	ἐκπληρόω	-	s	-	v	-	-	εκπλήρωση
σωστός	n	-	m	σωστός	-	s	-	n	-	-	σωστός
περίφημα	n	-	n	περίφημα	-	s	-	n	-	-	περίφημα
επικύρωσε	n	-	-	ἐπικυρόω	-	s	-	v	-	-	επικύρωσε
εντυπωσίασε	n	-	-	ἐντυπωσιάζω	-	s	-	v	-	-	εντυπωσίασε
κόσμημα	n	-	n	κόσμημα	-	s	-	n	-	-	κόσμημα
διαθέσιμος	n	-	m	διαθέσιμος	-	s	-	a	-	-	διαθέσιμος
αριστουργήματα	n	-	n	ἁριστούργημα	-	s	-	n	-	-	αριστουργήματα
ομαλά	n	-	f	οὐαλός	-	s	-	a	-	-	ομαλά
εορτασμός	n	-	m	ἑρτασμοσμός	-	s	-	n	-	-	εορτασμός
αγαπητός	n	-	m	ἀγαπητός	-	s	-	a	-	-	αγαπητός
ορθότητα	n	-	f	ὀρθότητος	-	s	-	n	-	-	ορθότητα
επιφανής	n	-	f	ἐπιφανής	-	s	-	a	-	-	επιφανής
συνιστάται	n	-	f	συνιστάτης	-	s	-	n	-	-	συνιστάται
διασκέδαση	n	-	-	διασκεδάζω	-	s	-	n	-	-	διασκέδαση
αναμφισβήτητα	n	-	f	ἀναμφισβήτητος	-	s	-	n	-	-	αναμφισβήτητα
συστάσεις	n	-	f	σύστασις	-	s	-	n	-	-	συστάσεις
προβάδισμα	n	-	f	προβάδισμα	-	s	-	n	-	-	προβάδισμα
ακέραιος	n	-	m	ἀκέραιος	-	s	-	a	-	-	ακέραιος
έκτακτη	n	-	f	κτάκτης	-	s	-	a	-	-	έκτακτη
πρωτοποριακή	n	-	f	πρωτοποριακός	-	s	-	a	-	-	πρωτοποριακή
μεγαλείο	n	-	-	μέγαλος	-	s	-	a	-	-	μεγαλείο
εραστής	n	-	m	ἑραστής	-	s	-	n	-	-	εραστής
εκτιμηθεί	n	-	-	ἐκτιμηθεί	-	s	-	a	-	-	εκτιμηθεί
γρηγορότερα	n	-	f	γρήγορος	-	s	-	a	-	-	γρηγορότερα
άγγελος	n	-	m	ἄγγελος	-	s	-	n	-	-	άγγελος
free	n	-	f		-	s	-	a	-	-	free
πανοραμική	n	-	f	πανοραμικός	-	s	-	a	-	-	πανοραμική
επιτυγχάνει	n	-	-	ἐπιτυγχάνω	-	s	-	a	-	-	επιτυγχάνει
αρχαιότερος	n	-	m	ἀρχαῖος	-	s	-	a	-	-	αρχαιότερος
έκτακτος	n	-	m	ἔκτακτος	-	s	-	n	-	-	έκτακτος
φιλοδοξία	n	-	f	φιλοδοξία	-	s	-	n	-	-	φιλοδοξία
ευφυΐα	n	-	f	εὐφυία	-	s	-	n	-	-	ευφυΐα
επαρκής	n	-	m	παρκή	-	s	-	a	-	-	επαρκής
απελευθερωθεί	n	-	-	ἀπελευθερόω	-	s	-	v	-	-	απελευθερωθεί
υπέρμαχος	n	-	f	ὑπέρμαχος	-	s	-	a	-	-	υπέρμαχος
ορθά	n	-	f	ὀρθός	-	s	-	a	-	-	ορθά
θαυμαστής	n	-	f	θαυμαστός	-	s	-	a	-	-	θαυμαστής
αγαπημένος	n	-	m	ἀγαπάω	-	s	-	v	-	-	αγαπημένος
σθεναρά	n	-	f	σθεναρός	-	s	-	a	-	-	σθεναρά
συμπλήρωμα	n	-	n	συμπλήρωμα	-	s	-	n	-	-	συμπλήρωμα
υπερβαίνουν	n	-	-	ὑπερβαίνω	-	s	-	a	-	-	υπερβαίνουν
πρωτοτυπία	n	-	f	πρωτοτυπία	-	s	-	a	-	-	πρωτοτυπία
βελτιώνει	-	-	-	βελτιώνω	-	s	-	v	-	-	βελτιώνει
αξιόπιστα	n	-	n	ἀξιόπιστος	-	s	-	a	-	-	αξιόπιστα
αγαπημένα	n	-	f	ἀγαπήμων	-	s	-	v	-	-	αγαπημένα
φαντάζομαι	-	-	-	φαντάζομαι	-	s	-	v	-	-	φαντάζομαι
σοφός	n	-	m	σοφός	-	s	-	a	-	-	σοφός
ελευθερώσει	-	-	-	ἐλευθέρωσις	-	s	-	v	-	-	ελευθερώσει
ηρωικά	n	-	-	ἠρωικός	-	s	-	a	-	-	ηρωικά
προσβάσιμο	n	-	-	προσβάσιμος	-	s	-	v	-	-	προσβάσιμο
ευγένεια	n	-	f	εὐγένεια	-	s	-	a	-	-	ευγένεια
ανανεώθηκε	-	-	-	ἀνανεώω	-	s	-	v	-	-	ανανεώθηκε
υποστηρίζονται	-	-	-	ὑποστηρίζω	-	s	-	v	-	-	υποστηρίζονται
οικονομίες	n	-	m	οἰκονομία	-	s	-	a	-	-	οικονομίες
αρμονικά	n	-	-	ἁρμονικός	-	s	-	a	-	-	αρμονικά
απονεμηθεί	n	-	-	ἀπονεμηθέω	-	s	-	v	-	-	απονεμηθεί
αήττητος	n	-	f	ἀήσσητος	-	s	-	a	-	-	αήττητος
ανθρώπινος	n	-	m	ἀνθρώπινος	-	s	-	a	-	-	ανθρώπινος
αναδιάρθρωση	n	-	m	ἀναδιάρθωρος	-	s	-	v	-	-	αναδιάρθρωση
συμφιλίωση	n	-	-	συμφιλίων	-	s	-	v	-	-	συμφιλίωση
άριστος	n	-	f	ἄριστος	-	s	-	a	-	-	άριστος
θετικός	n	-	m	θετικός	-	s	-	a	-	-	θετικός
διαρκής	n	-	f	διαρκής	-	s	-	a	-	-	διαρκής
ικανοποιούν	n	-	f	ἰκανοποιόω	-	s	-	a	-	-	ικανοποιούν
ενθάρρυνση	n	-	f	θθαρρύνων	-	s	-	v	-	-	ενθάρρυνση
βέλτιστη	n	-	f	βέλτιστος	-	s	-	a	-	-	βέλτιστη
αναμόρφωση	n	-	f	ἀναμόρφων	-	s	-	v	-	-	αναμόρφωση
νηστεία	n	-	f	νηστεῖος	-	s	-	a	-	-	νηστεία
μεγαλοπρέπεια	n	-	f	μεγαλοπρέπεια	-	s	-	a	-	-	μεγαλοπρέπεια
πνευματικός	n	-	m	πνευματικός	-	s	-	a	-	-	πνευματικός
διαμάντι	n	-	m	διαμάντις	-	s	-	n	-	-	διαμάντι
χαλαρή	n	-	f	χαλαρός	-	s	-	a	-	-	χαλαρή
συμβατό	n	-	f	συμβατός	-	s	-	a	-	-	συμβατό
ευλογία	n	-	f	εὐλογία	-	s	-	n	-	-	ευλογία
έντονος	n	-	m	ἔντων	-	s	-	a	-	-	έντονος
πολυτέλεια	n	-	f	πολυτέλεια	-	s	-	n	-	-	πολυτέλεια
κατόρθωμα	n	-	m	κατόρθωμα	-	s	-	n	-	-	κατόρθωμα
χρήσιμος	n	-	m	χρήσιμος	-	s	-	a	-	-	χρήσιμος
θρίαμβος	n	-	m	θρίαμβος	-	s	-	n	-	-	θρίαμβος
εκτιμά	n	-	f	ἐκτιμάς	-	s	-	a	-	-	εκτιμά
βέβαιος	n	-	m	βέβαιος	-	s	-	a	-	-	βέβαιος
ολοκλήρωμα	n	-	n	ὀλοκλήρωμαμος	-	s	-	n	-	-	ολοκλήρωμα
κυριαρχείται	n	-	m	κυριαρχείτης	-	s	-	n	-	-	κυριαρχείται
κουράγιο	n	-	m	κουράγιος	-	s	-	n	-	-	κουράγιο
ησυχία	n	-	f	ἠσυχία	-	s	-	n	-	-	ησυχία
εκπληκτικά	n	-	n	ἐκπληκτικός	-	s	-	a	-	-	εκπληκτικά
αποδεικνύοντας	n	-	m	ἀποδείκνυμι	-	s	-	v	-	-	αποδεικνύοντας
συγκίνηση	n	-	f	συγκινέω	-	s	-	n	-	-	συγκίνηση
σεβασμός	n	-	m	σεβασμός	-	s	-	n	-	-	σεβασμός
γενναίος	n	-	m	γενναῖος	-	s	-	a	-	-	γενναίος
φημισμένος	n	-	m	φημίζω	-	s	-	v	-	-	φημισμένος
σταθεροποίηση	n	-	f	σταθεροποιέω	-	s	-	v	-	-	σταθεροποίηση
πρόθυμος	n	-	m	πρόθυμος	-	s	-	a	-	-	πρόθυμος
μόλυβδος	n	-	m	μόλυβδος	-	s	-	n	-	-	μόλυβδος
θερμός	n	-	m	θερμός	-	s	-	a	-	-	θερμός
αξιοπρέπεια	n	-	f	ἀξιοπρέπεια	-	s	-	a	-	-	αξιοπρέπεια
έμπειρος	n	-	m	ἔμπειρος	-	s	-	n	-	-	έμπειρος
λάτρης	n	-	f	λάτρη	-	s	-	n	-	-	λάτρης
αντικατασταθούν	n	-	-	ἀντικατασταθόομαι	-	s	-	v	-	-	αντικατασταθούν
φρέσκο	n	-	-	φρέσκος	-	s	-	n	-	-	φρέσκο
φιλικός	n	-	m	φιλικός	-	s	-	a	-	-	φιλικός
ζενίθ	-	-	f	ζένιθ	-	s	-	n	-	-	ζενίθ
καλοσύνη	n	-	f	καλοσύνη	-	s	-	n	-	-	καλοσύνη
αναβολή	n	-	f	ἀναβολή	-	s	-	n	-	-	αναβολή
άνθος	n	-	f	ἄνθος	-	s	-	n	-	-	άνθος
μολύβι	n	-	m	μολύβιος	-	s	-	n	-	-	μολύβι
διάχυση	n	-	f	διάχυσος	-	s	-	n	-	-	διάχυση
γρήγορος	n	-	m	γρήγορος	-	s	-	a	-	-	γρήγορος
τελειότητα	a	-	f	τελειότης	-	s	-	n	-	-	τελειότητα
ενεργητική	n	-	f	ἐνεργητικός	-	s	-	a	-	-	ενεργητική
love	n	-	f		-	s	-	a	-	-	love
προσπαθώ	n	-	f	προσπαθῷος	-	s	-	a	-	-	προσπαθώ
ιδεώδες	n	-	f	ἰδεώδης	-	s	-	a	-	-	ιδεώδες
δίκαιος	n	-	f	δίκαιος	-	s	-	a	-	-	δίκαιος
αλληλεγγύη	n	-	f	ἀλληλεγγύνω	-	s	-	a	-	-	αλληλεγγύη
καταπληκτική	n	-	f	καταπληκτικός	-	s	-	a	-	-	καταπληκτική
ωριμότητα	n	-	f	ωριμότης	-	s	-	n	-	-	ωριμότητα
καθαρός	n	-	m	καθαρός	-	s	-	a	-	-	καθαρός
ζωντάνια	n	-	f	ζωντάνιος	-	s	-	a	-	-	ζωντάνια
ενθουσιασμός	n	-	m	ἐνουσιασμός	-	s	-	n	-	-	ενθουσιασμός
ταχέως	n	-	-	ταχύς	-	s	-	a	-	-	ταχέως
ενισχυμένη	n	-	f	ἐνισχύω	-	s	-	a	-	-	ενισχυμένη
ακέραια	n	-	f	ἀκέραιος	-	s	-	a	-	-	ακέραια
έξυπνος	n	-	m	ἔξυπνος	-	s	-	a	-	-	έξυπνος
solid	n	-	m		-	s	-	a	-	-	solid
ωραιότερα	n	-	f	ὡραῖος	-	s	-	a	-	-	ωραιότερα
συνάφεια	n	-	f	συνάφεια	-	s	-	n	-	-	συνάφεια
μορφωμένος	n	-	m	μορφώμης	-	s	-	v	-	-	μορφωμένος
λαμπρός	n	-	m	λαμπρός	-	s	-	a	-	-	λαμπρός
ευνοείται	n	-	m	εὐνοείτης	-	s	-	n	-	-	ευνοείται
work	n	-	m		-	s	-	a	-	-	work
best	n	-	m		-	s	-	a	-	-	best
συνεταιρισμός	n	-	m	συνεταιρισμός	-	s	-	n	-	-	συνεταιρισμός
σθένος	n	-	m	σθένος	-	s	-	n	-	-	σθένος
ευγνωμοσύνη	n	-	f	εὐγνωμοσύνη	-	s	-	n	-	-	ευγνωμοσύνη
εξαιρετικός	n	-	m	ἐξαιρετικός	-	s	-	a	-	-	εξαιρετικός
σύνεση	n	-	m	σύνεσος	-	s	-	n	-	-	σύνεση
προθυμία	n	-	f	προθυμία	-	s	-	n	-	-	προθυμία
πεπρωμένο	n	-	m	πόρω	-	s	-	v	-	-	πεπρωμένο
επιζών	n	-	m	ἐπιζών	-	s	-	a	-	-	επιζών
προτιμώ	n	-	m	προτιμών	-	s	-	a	-	-	προτιμώ
αρκετός	n	-	m	ἀρκετός	-	s	-	a	-	-	αρκετός
αγαπώ	n	-	m	ἀγαπός	-	s	-	a	-	-	αγαπώ
Πλεονεκτήματα	n	-	f	Πλεονέκτημα	-	s	-	n	-	-	Πλεονεκτήματα
υποσχόμενος	n	-	m	ὐπέχω	-	s	-	v	-	-	υποσχόμενος
ξεπεραστεί	n	-	-	ἐξεπεραστέω	-	s	-	n	-	-	ξεπεραστεί
γαλήνη	n	-	f	γαλήνη	-	s	-	n	-	-	γαλήνη
απόλαυση	n	-	f	ἀπόλαυσος	-	s	-	n	-	-	απόλαυση
συνεπής	n	-	m	συνεπής	-	s	-	a	-	-	συνεπής
καυτό	n	-	m	καυτός	-	s	-	a	-	-	καυτό
κατανοητός	n	-	m	κατανοητός	-	s	-	a	-	-	κατανοητός
τέλειος	n	-	m	τέλειος	-	s	-	a	-	-	τέλειος
πλουσιότερη	n	-	f	πλούσιος	-	s	-	a	-	-	πλουσιότερη
ευχαριστημένος	n	-	m	εὐχαριστέω	-	s	-	v	-	-	ευχαριστημένος
ευνοούν	n	-	-	εὐνοός	-	s	-	a	-	-	ευνοούν
ειλικρίνεια	n	-	f	εἰλικρίνεια	-	s	-	a	-	-	ειλικρίνεια
γιόρτασε	-	-	-	γιορτάζω	-	s	-	v	-	-	γιόρτασε
αντιλαμβάνομαι	n	-	-	ἀντιλαμβάνω	-	s	-	v	-	-	αντιλαμβάνομαι
αισιοδοξία	n	-	f	αἰσιοδοξία	-	s	-	a	-	-	αισιοδοξία
χαλάρωση	n	-	f	χαλάρωσος	-	s	-	v	-	-	χαλάρωση
ειλικρινά	n	-	f	εἰλικρινός	-	s	-	a	-	-	ειλικρινά
διεγείρει	-	-	-	διεγείρω	-	s	-	v	-	-	διεγείρει
συμπαγής	n	-	m	συμπαγής	-	s	-	a	-	-	συμπαγής
υψηλός	n	-	m	ὑψηλός	-	s	-	a	-	-	υψηλός
υπεύθυνα	n	-	m	ὑπεύθυνος	-	s	-	a	-	-	υπεύθυνα
εντυπωσιάζει	n	-	-	ἐντυπωσιάζω	-	s	-	v	-	-	εντυπωσιάζει
αφοσιωμένος	n	-	m	ἀφοσιόω	-	s	-	v	-	-	αφοσιωμένος
ακμάζουσα	n	-	f	ἀκμάζω	-	s	-	v	-	-	ακμάζουσα
προσεκτικός	n	-	m	προσεκτικός	-	s	-	a	-	-	προσεκτικός
παραγωγικός	n	-	m	παραγωγικός	-	s	-	a	-	-	παραγωγικός
κάλλιστα	n	-	f	καλός	-	s	-	a	-	-	κάλλιστα
ευγενικά	n	-	f	εὐγενικός	-	s	-	a	-	-	ευγενικά
ευέλικτο	n	-	-	εὑλίκλος	-	s	-	v	-	-	ευέλικτο
ελκυστικό	n	-	m	ἐλκυστικός	-	s	-	a	-	-	ελκυστικό
υπερηφάνεια	n	-	f	ὑπερηφάνεια	-	s	-	a	-	-	υπερηφάνεια
πρόνοια	n	-	f	πρόνοια	-	s	-	n	-	-	πρόνοια
λιτότητα	n	-	f	λιτότης	-	s	-	n	-	-	λιτότητα
ευσεβής	n	-	m	εὐσεβής	-	s	-	a	-	-	ευσεβής
επιδεξιότητα	n	-	f	ἐπιδεξιότης	-	s	-	n	-	-	επιδεξιότητα
αποτελεσματικός	n	-	m	ἀποτελεσματικός	-	s	-	a	-	-	αποτελεσματικός
αξίζουν	n	-	m	ἀξίζω	-	s	-	a	-	-	αξίζουν
άξιος	n	-	m	ἄξιος	-	s	-	a	-	-	άξιος
όμορφος	n	-	m	ὄμορφος	-	s	-	n	-	-	όμορφος
τιμώντας	n	-	m	τιμάω	-	s	-	v	-	-	τιμώντας
προοίμιο	n	-	m	πρόοιμος	-	s	-	v	-	-	προοίμιο
επιμελώς	n	-	m	ἐπιμελής	-	s	-	v	-	-	επιμελώς
support	n	-	m	κοτείνω	-	s	-	a	-	-	support
πλωτός	n	-	m	πλωτός	-	s	-	a	-	-	πλωτός
θρυλικός	n	-	m	θρυλικός	-	s	-	a	-	-	θρυλικός
εμπνεύσει	n	-	f	ἐμπνέω	-	s	-	n	-	-	εμπνεύσει
αγέλη	n	-	f	ἀγέλη	-	s	-	n	-	-	αγέλη
τρομπέτα	n	-	m	τρομπέτης	-	s	-	v	-	-	τρομπέτα
ταλαντούχος	n	-	m	ταλαντοῦχος	-	s	-	a	-	-	ταλαντούχος
μεγαλοπρεπής	n	-	m	μεγαλοπρεπής	-	s	-	a	-	-	μεγαλοπρεπής
αφθονούν	n	-	f	ἀφθονόω	-	s	-	a	-	-	αφθονούν
προεξοχή	n	-	f	προεξοχή	-	s	-	n	-	-	προεξοχή
εύκολος	n	-	m	εὔκολος	-	s	-	a	-	-	εύκολος
εναρμόνιση	n	-	f	μαρμονίζω	-	s	-	a	-	-	εναρμόνιση
Masters	n	-	m	κορένη	-	s	-	a	-	-	Masters
συναρπαστικό	n	-	m	συναρπαστικός	-	s	-	v	-	-	συναρπαστικό
προτιμώντας	a	-	m	προτιμάω	-	s	-	v	-	-	προτιμώντας
επιθυμώντας	a	-	m	ἐπιθυμώνης	-	s	-	v	-	-	επιθυμώντας
φωτεινότερος	n	-	m	φωτεινός	-	s	-	a	-	-	φωτεινότερος
παζάρι	n	-	f	παζάριος	-	s	-	n	-	-	παζάρι
εντυπωσιάσει	n	-	f	ἐντυπωσία	-	s	-	n	-	-	εντυπωσιάσει
fair	n	-	m		-	s	-	a	-	-	fair
χαμόγελο	n	-	m	χαμόγολος	-	s	-	a	-	-	χαμόγελο
ευχάριστα	n	-	m	εὐχάριστος	-	s	-	a	-	-	ευχάριστα
ευδοκιμούν	n	-	m	εὐδοκιμέω	-	s	-	a	-	-	ευδοκιμούν
συγχαρητήρια	n	-	n	συγχαρητήριος	-	s	-	a	-	-	συγχαρητήρια
κομψότητα	n	-	f	κομψότης	-	s	-	n	-	-	κομψότητα
ευφυής	n	-	m	εὐφυής	-	s	-	a	-	-	ευφυής
ειλικρινής	n	-	m	εἰλικρινής	-	s	-	a	-	-	ειλικρινής
αριστοκρατικό	n	-	m	ἁριστοκρατικός	-	s	-	a	-	-	αριστοκρατικό
όαση	n	-	f	οἰόσος	-	s	-	a	-	-	όαση
φωτεινότερο	n	-	m	φωτεινός	-	s	-	a	-	-	φωτεινότερο
συναρπαστική	n	-	f	συναρπαστικός	-	s	-	a	-	-	συναρπαστική
λυρικός	n	-	m	λυρικός	-	s	-	a	-	-	λυρικός
καινοτόμες	n	-	m	καινοτόμις	-	s	-	a	-	-	καινοτόμες
διαπρεπής	n	-	m	διαπρεπής	-	s	-	a	-	-	διαπρεπής
ανακαινισμένο	n	-	m	ἀνακαινίζομαι	-	s	-	v	-	-	ανακαινισμένο
ήσυχα	n	-	m	ἥυχος	-	s	-	a	-	-	ήσυχα
bonus	n	-	m		-	s	-	a	-	-	bonus
φιλόδοξος	n	-	m	φιλόδοξος	-	s	-	a	-	-	φιλόδοξος
υπερασπιστής	n	-	m	ὑπερασπιστής	-	s	-	n	-	-	υπερασπιστής
αναβιώσει	n	-	f	ἀναβιόω	-	s	-	v	-	-	αναβιώσει
ωραίος	n	-	m	ωραίος	-	s	-	a	-	-	ωραίος
στόχαστρο	-	-	m	στόχαστος	-	s	-	n	-	-	στόχαστρο
περιπετειώδη	n	-	f	περιπετειώδης	-	s	-	v	-	-	περιπετειώδη
εξελιγμένα	n	-	f	ἐκλίγων	-	s	-	a	-	-	εξελιγμένα
δυσκολότερο	n	-	m	δυσκολότερος	-	s	-	a	-	-	δυσκολότερο
well	n	-	m		-	s	-	a	-	-	well
important	n	-	m	μοιτύνω	-	s	-	n	-	-	important
πατριώτης	n	-	m	πατριώτης	-	s	-	a	-	-	πατριώτης
ουσιαστικός	n	-	m	οὐσιαστικός	-	s	-	a	-	-	ουσιαστικός
καινοτόμος	n	-	m	καινοτόμος	-	s	-	a	-	-	καινοτόμος
έμπιστος	n	-	m	ἔμπιστος	-	s	-	a	-	-	έμπιστος
good	n	-	m		-	s	-	a	-	-	good
υπέροχα	n	-	m	ὑπέροχος	-	s	-	a	-	-	υπέροχα
ηθικός	n	-	m	ἠθικός	-	s	-	a	-	-	ηθικός
επιείκεια	n	-	f	ἐπιείκεια	-	s	-	a	-	-	επιείκεια
εμπνέει	-	-	n	ἐμπνέω	-	s	-	a	-	-	εμπνέει
αξιοπρεπή	n	-	f	ἀξιοπρεπής	-	s	-	a	-	-	αξιοπρεπή
φωτίζει	-	-	-	φωτίζω	-	s	-	v	-	-	φωτίζει
τυχερός	n	-	m	τυχερός	-	s	-	a	-	-	τυχερός
οικειοθελώς	n	-	m	οἰκειόθελος	-	s	-	a	-	-	οικειοθελώς
θεαματικά	n	-	f	θεαματικός	-	s	-	a	-	-	θεαματικά
ευτυχισμένος	n	-	m	εὐτυχίζω	-	s	-	a	-	-	ευτυχισμένος
επαναφέρω	n	-	m	ἐπαναφέρω	-	s	-	a	-	-	επαναφέρω
φιλανθρωπικές	n	-	m	φιλανθρωπικός	-	s	-	a	-	-	φιλανθρωπικές
εύρυθμη	n	-	f	εὔρυθμος	-	s	-	a	-	-	εύρυθμη
διαβεβαιώσεις	n	-	f	διαβεβαίωσις	-	s	-	n	-	-	διαβεβαιώσεις
παράδεισος	n	-	m	παράδεισος	-	s	-	n	-	-	παράδεισος
ηδονή	n	-	f	ἠδονή	-	s	-	n	-	-	ηδονή
επίδομα	n	-	n	ἐπίδομος	-	s	-	n	-	-	επίδομα
εξυπνάδα	n	-	f	ξυπνάς	-	s	-	n	-	-	εξυπνάδα
αξιόπιστος	n	-	m	ἀξιόπιστος	-	s	-	a	-	-	αξιόπιστος
αναρωτιέμαι	n	-	f	ἀναρωτίζομαι	-	s	-	n	-	-	αναρωτιέμαι
progressive	n	-	m	διοκύπτωρ	-	s	-	n	-	-	progressive
παρηγοριά	n	-	f	παρηγοριά	-	s	-	n	-	-	παρηγοριά
ευλάβεια	n	-	f	εὐλάβεια	-	s	-	n	-	-	ευλάβεια
master	n	-	m		-	s	-	a	-	-	master
ρομαντικός	n	-	m	ρομαντικός	-	s	-	a	-	-	ρομαντικός
πολύτιμος	n	-	m	πολύτιμος	-	s	-	a	-	-	πολύτιμος
ευμάρεια	n	-	f	εὐμάρεια	-	s	-	a	-	-	ευμάρεια
ευγενικός	n	-	m	εὐγενικός	-	s	-	a	-	-	ευγενικός
αναβιώνει	n	-	-	ἀναβιώνω	-	s	-	v	-	-	αναβιώνει
χαρούμενος	n	-	m	χαρέω	-	s	-	a	-	-	χαρούμενος
υγιής	n	-	m	ὑγιής	-	s	-	a	-	-	υγιής
παραγωγικά	n	-	f	παραγωγικός	-	s	-	a	-	-	παραγωγικά
θεαματική	n	-	f	θεαματικός	-	s	-	a	-	-	θεαματική
ευκινησία	n	-	f	εὐκινησία	-	s	-	a	-	-	ευκινησία
έκπληκτος	n	-	m	ἔκπληκτος	-	s	-	a	-	-	έκπληκτος
φωτεινός	n	-	m	φωτεινός	-	s	-	a	-	-	φωτεινός
συμπληρώνονται	n	-	-	συμπληρώνω	-	s	-	a	-	-	συμπληρώνονται
πρόσφατος	n	-	m	πρόσφατος	-	s	-	a	-	-	πρόσφατος
ευρύχωρο	n	-	m	εὐρύχωρος	-	s	-	a	-	-	ευρύχωρο
ατού	n	-	m	αὐτός	-	s	-	a	-	-	ατού
απολαμβάνοντας	n	-	m	ἀπολαμβάνω	-	s	-	v	-	-	απολαμβάνοντας
super	n	-	m		-	s	-	a	-	-	super
σάλπιγγα	n	-	f	σάλπιγξ	-	s	-	a	-	-	σάλπιγγα
ιδανικός	n	-	m	ἰδανικός	-	s	-	a	-	-	ιδανικός
ευνοούμενος	n	-	m	εὐνοέω	-	s	-	v	-	-	ευνοούμενος
επιδέξια	n	-	m	ἐπιδέξιος	-	s	-	a	-	-	επιδέξια
